"","X1.b_Intercept","X2.b_Intercept","X3.b_Intercept","X4.b_Intercept","treatment_level","species_level","bias_level"
"1563",-0.247206543189826,-0.281409324729506,-0.600998971308963,-0.265488947194773,"Control Cold","delicata","Red"
"1564",-0.207361137354599,-0.0844620874045135,-0.514451365394127,-0.712747779115358,"Control Cold","delicata","Red"
"1565",-0.427117647844854,-0.679140951046424,-0.417866438144668,-0.205730128509717,"Control Cold","delicata","Red"
"1566",-0.35837455866033,-0.137438106839559,-0.304724954029211,-0.149218020238843,"Control Cold","delicata","Red"
"1567",-0.315541995876552,-0.187182274622284,-0.465602586611572,-0.0800088715368338,"Control Cold","delicata","Red"
"1568",-0.354286899082717,-0.533802085741914,-0.471660109676372,-0.596196250934093,"Control Cold","delicata","Red"
"1569",-0.224408521637983,-0.417472460595481,-0.750693479303589,-0.625392309976534,"Control Cold","delicata","Red"
"1570",-0.462860990002714,-0.548009531505781,-0.632664754477278,-0.23009992617422,"Control Cold","delicata","Red"
"1571",-0.430910444108059,-0.213282149550847,-0.115521130800717,-0.284140015535159,"Control Cold","delicata","Red"
"1572",-0.376522656437959,-0.203545317013508,-0.442703197025508,-0.349853101108023,"Control Cold","delicata","Red"
"1573",-0.287291696810183,-0.462641106071591,-0.431187633368896,-0.279186035207805,"Control Cold","delicata","Red"
"1574",-0.389243424393934,-0.450264440162751,-0.322711607514269,-0.460395473229322,"Control Cold","delicata","Red"
"1575",-0.612977830079587,-0.486658558379638,-0.439425195986871,-0.351722318633719,"Control Cold","delicata","Red"
"1576",-0.488952692837471,-0.268976385226847,-0.48546591521966,-0.210389813716813,"Control Cold","delicata","Red"
"1577",-0.631050330442365,-0.346129291585384,-0.727157338737901,-0.165413503632955,"Control Cold","delicata","Red"
"1578",-0.373404858573731,-0.286718621412728,-0.265237689907591,-0.154924209977089,"Control Cold","delicata","Red"
"1579",-0.342177757921903,-0.411554115332534,-0.566049332676378,-0.177309564874549,"Control Cold","delicata","Red"
"1580",-0.315760481710514,-0.316484725600399,-0.29013134090756,-0.311191189466746,"Control Cold","delicata","Red"
"1581",-0.624137340616803,-0.393204145179987,-0.317789425517239,-0.349318091256811,"Control Cold","delicata","Red"
"1582",-0.344889442853439,-0.363114993901813,-0.472205134568823,-0.430029086707912,"Control Cold","delicata","Red"
"1583",-0.479810630890787,-0.589787668665907,-0.317907301933006,-0.0456107895188231,"Control Cold","delicata","Red"
"1584",-0.170355420328217,-0.456878731898834,-0.435378446747257,-0.702098802976688,"Control Cold","delicata","Red"
"1585",-0.722332806739317,-0.61647734705471,-0.487319005740996,-0.700792994350233,"Control Cold","delicata","Red"
"1586",-0.371852183193898,-0.652781806911673,-0.312735624592803,-0.415630616071597,"Control Cold","delicata","Red"
"1587",-0.421703000217518,-0.488945710627405,-0.402142807049895,-0.172647303340458,"Control Cold","delicata","Red"
"1588",-0.334190945596918,-0.397944358147859,-0.329522597322477,-0.216530949511133,"Control Cold","delicata","Red"
"1589",-0.419512601259079,-0.329354140470737,-0.327672625487973,-0.123538197242953,"Control Cold","delicata","Red"
"1590",-0.509751662715367,-0.357865839179856,-0.450394023221754,-0.301407195052327,"Control Cold","delicata","Red"
"1591",-0.466822581654064,-0.219006273904248,-0.101197058015736,-0.231153685582803,"Control Cold","delicata","Red"
"1592",-0.492310842674919,-0.370270528047733,-0.133430018649322,-0.304523497394127,"Control Cold","delicata","Red"
"1593",-0.62054434931373,-0.359537970036055,-0.258372703596656,-0.501907735074612,"Control Cold","delicata","Red"
"1594",-0.542147969907069,-0.594550973326864,-0.54002074309738,-0.153973435737948,"Control Cold","delicata","Red"
"1595",-0.591426444128784,-0.283763637481341,-0.58468306154922,-0.316701273731486,"Control Cold","delicata","Red"
"1596",-0.230549974984821,-0.389198929679002,-0.489096295122168,-0.78551477715191,"Control Cold","delicata","Red"
"1597",-0.405429083394177,-0.51890328219231,-0.33467908832713,-0.313192525963563,"Control Cold","delicata","Red"
"1598",-0.415423203244782,-0.556198724643157,-0.494600416152596,-0.515231087979298,"Control Cold","delicata","Red"
"1599",-0.535469689877573,-0.355114593995326,-0.405860046559629,-0.523809515724767,"Control Cold","delicata","Red"
"1600",-0.305117568694115,-0.337409411444805,-0.542637697259854,-0.20982219237397,"Control Cold","delicata","Red"
"1601",-0.303075871166989,-0.418114002999507,-0.236015903333139,-0.434837735529271,"Control Cold","delicata","Red"
"1602",-0.375140983493411,-0.340023490857167,-0.915673675633851,-0.412062590860766,"Control Cold","delicata","Red"
"1603",-0.472494809665902,-0.561303068851739,-0.123033278565004,-0.359986146015708,"Control Cold","delicata","Red"
"1604",-0.212068269465895,-0.35520354979939,-0.334952851026239,-0.348732431794166,"Control Cold","delicata","Red"
"1605",-0.48467008529785,-0.455897165450065,-0.506582149787642,-0.302622405197983,"Control Cold","delicata","Red"
"1606",-0.282560522295405,-0.40898576130818,-0.44692284705798,-0.410827975923331,"Control Cold","delicata","Red"
"1607",-0.497976191133488,-0.418315079699469,-0.256828705015587,-0.294783813801697,"Control Cold","delicata","Red"
"1608",-0.296205964690864,-0.491668548604063,-0.464986183489779,-0.25668200140487,"Control Cold","delicata","Red"
"1609",-0.209707791784645,-0.298995399441153,-0.486257568051614,-0.582582375587898,"Control Cold","delicata","Red"
"1610",-0.468516761677491,-0.298238379077381,-0.370198360437168,-0.526972932409443,"Control Cold","delicata","Red"
"1611",-0.629808450619627,-0.416456235990727,-0.26774279266559,-0.4999033380909,"Control Cold","delicata","Red"
"1612",-0.66507921422474,-0.449043703484077,-0.451873174118701,-0.273968233970488,"Control Cold","delicata","Red"
"1613",-0.295783602235772,-0.471836265889894,-0.685923299688802,-0.269130473119314,"Control Cold","delicata","Red"
"1614",-0.294240026866048,-0.374770027622123,-0.24291187999754,-0.405659805871823,"Control Cold","delicata","Red"
"1615",-0.291314925088256,-0.458306245972759,-0.29546597357445,-0.256255418648405,"Control Cold","delicata","Red"
"1616",-0.453904488428232,-0.296386867617184,-0.449945951088964,-0.499632479786509,"Control Cold","delicata","Red"
"1617",-0.259243791240454,-0.459618804465036,-0.320920791217322,-0.439344736961472,"Control Cold","delicata","Red"
"1618",-0.449528503160379,-0.300225501916417,-0.305265738400022,-0.615674345412288,"Control Cold","delicata","Red"
"1619",-0.455743395409128,-0.152177878746876,-0.312041114977733,-0.520031947854051,"Control Cold","delicata","Red"
"1620",-0.430425154327571,-0.267318534111296,-0.345258046365104,-0.291190476741734,"Control Cold","delicata","Red"
"1621",-0.72563253806004,-0.379508425622439,-0.465328838361681,-0.258674334547588,"Control Cold","delicata","Red"
"1622",-0.653635081786647,-0.345979504278721,-0.545640367872617,-0.498107568094545,"Control Cold","delicata","Red"
"1623",-0.522825764004538,-0.485001367407526,-0.203680146407169,-0.57795546449472,"Control Cold","delicata","Red"
"1624",-0.51286293111695,-0.292368525177788,-0.39753965709,-0.553948424913184,"Control Cold","delicata","Red"
"1625",-0.445460766431287,-0.374244265325308,-0.511299711240419,-0.044485736085173,"Control Cold","delicata","Red"
"1626",-0.567445474264725,-0.236085981433989,-0.263631539771116,-0.464263306141277,"Control Cold","delicata","Red"
"1627",-0.242329257089443,-0.299442663367616,-0.367528879453575,-0.252637731897223,"Control Cold","delicata","Red"
"1628",-0.31702537267781,-0.484137302851912,-0.84270800039424,-0.172279206431405,"Control Cold","delicata","Red"
"1629",-0.404743617626887,-0.454228093864913,-0.798449319608521,-0.436120755806311,"Control Cold","delicata","Red"
"1630",-0.280911849027401,-0.389389232395236,-0.493980982364585,-0.646732854700578,"Control Cold","delicata","Red"
"1631",-0.384304021754015,-0.253374168623309,-0.39238775418403,-0.257557596035023,"Control Cold","delicata","Red"
"1632",-0.301663099561355,-0.689866940998256,-0.378147667742236,-0.552758577205628,"Control Cold","delicata","Red"
"1633",-0.0567105853772481,-0.543428241414048,-0.708030378321287,-0.563295510977199,"Control Cold","delicata","Red"
"1634",-0.39336596068472,-0.496595495809748,-0.622057020142674,-0.698897062845892,"Control Cold","delicata","Red"
"1635",-0.0701224624711325,-0.708546264806149,-0.145098737467234,-0.610407684920845,"Control Cold","delicata","Red"
"1636",-0.0176648179434425,-0.742791384699035,-0.46422335731609,-0.775239273308758,"Control Cold","delicata","Red"
"1637",-0.266177598447469,-0.58981453770153,-0.456491429590897,-0.853569621216243,"Control Cold","delicata","Red"
"1638",-0.321567929621112,-0.268999925574816,-0.713971106820893,-0.510365487688858,"Control Cold","delicata","Red"
"1639",-0.365149512613292,-0.223258460847897,-0.436113332063625,-0.337922453139808,"Control Cold","delicata","Red"
"1640",-0.400850047419666,-0.0630896207857528,-0.322897502528485,-0.488639015637109,"Control Cold","delicata","Red"
"1641",-0.644983842753176,-0.353008111173318,-0.407896000990201,-0.606532850811691,"Control Cold","delicata","Red"
"1642",-0.549418348401922,-0.5576839499247,-0.468848627317412,-0.06824124417674,"Control Cold","delicata","Red"
"1643",-0.58824946732926,-0.406627162654015,-0.454116800299329,-0.289587120904761,"Control Cold","delicata","Red"
"1644",-0.432146918919333,-0.329894067158355,-0.511848325002681,-0.400470017806659,"Control Cold","delicata","Red"
"1645",-0.199740601673598,-0.433925315801797,-0.43067232233693,-0.280859495259712,"Control Cold","delicata","Red"
"1646",-0.662544296376569,-0.512988982482989,-0.321721612067871,-0.256754238562024,"Control Cold","delicata","Red"
"1647",-0.12938391124538,-0.461236418942688,-0.417123623003943,-0.663620430919715,"Control Cold","delicata","Red"
"1648",-0.389316954592141,-0.551212535286056,-0.514654620831142,-0.590193307191696,"Control Cold","delicata","Red"
"1649",-0.339581383551779,-0.295213220728265,-0.449491348624046,-0.40304456177012,"Control Cold","delicata","Red"
"1650",-0.457688547367037,-0.29171916125828,-0.521643599812804,-0.421647877506643,"Control Cold","delicata","Red"
"1651",-0.665948733014406,-0.340991369551859,-0.484927421377411,-0.351678587168295,"Control Cold","delicata","Red"
"1652",-0.490617630657973,-0.571019842537838,-0.330210735843215,-0.293754464582984,"Control Cold","delicata","Red"
"1653",-0.451799180559099,-0.501713304116187,-0.362598025926293,-0.31468472333193,"Control Cold","delicata","Red"
"1654",-0.260181393930693,-0.57153670702683,-0.432363727321866,-0.321347194054161,"Control Cold","delicata","Red"
"1655",-0.76437762922634,-0.682509541078964,-0.357667157232424,-0.517866088199882,"Control Cold","delicata","Red"
"1656",-0.94680292530335,-0.554897019659188,-0.18497599168232,-0.558283769180219,"Control Cold","delicata","Red"
"1657",-0.779756132379862,-0.22954127531726,-0.252728598633453,-0.398585639858546,"Control Cold","delicata","Red"
"1658",-0.554509861855799,-0.486217344312648,-0.317586287731092,-0.519395858163627,"Control Cold","delicata","Red"
"1659",-0.646593722635497,-0.0617374588685324,-0.376126657138144,-0.397292585235221,"Control Cold","delicata","Red"
"1660",-0.515197789459181,-0.552576304418982,-0.14833217226746,-0.555263283742504,"Control Cold","delicata","Red"
"1661",-0.393744700876754,-0.536725021936442,-0.27827096768844,-0.465908298810162,"Control Cold","delicata","Red"
"1662",-0.39615254399548,-0.160278711494376,-0.392188782847374,-0.229492609365956,"Control Cold","delicata","Red"
"1663",-0.544728073741194,-0.354951568778379,-0.29068816600882,-0.716867442076764,"Control Cold","delicata","Red"
"1664",-0.441606574380551,-0.695576348928444,-0.121413874679782,-0.669132132648249,"Control Cold","delicata","Red"
"1665",-0.421787751163469,-0.154859776782781,-0.606050900006309,-0.615620584048284,"Control Cold","delicata","Red"
"1666",-0.408495745665794,-0.341964985037044,-0.0827778281832868,-0.480564730958605,"Control Cold","delicata","Red"
"1667",-0.437639115014519,-0.469173357142132,-0.25418792432366,-0.313912029809466,"Control Cold","delicata","Red"
"1668",-0.281973478086675,-0.531058174755785,-0.314489512649722,-0.337814034099913,"Control Cold","delicata","Red"
"1669",-0.174328808563402,-0.471718550972347,-0.344379193061931,-0.377867986946255,"Control Cold","delicata","Red"
"1670",-0.357272725504928,-0.631064687915719,-0.550307398792366,-0.309457548319474,"Control Cold","delicata","Red"
"1671",-0.193843110579776,-0.590530992463627,-0.572913858087093,-0.218442938125461,"Control Cold","delicata","Red"
"1672",-0.279903479324891,-0.305234286807595,-0.331557046354548,-0.359957975819715,"Control Cold","delicata","Red"
"1673",-0.377274580909752,-0.319717121657382,-0.354878753546426,-0.243084387529526,"Control Cold","delicata","Red"
"1674",-0.545593799004192,-0.383870899499101,-0.399416546574841,-0.328941685200672,"Control Cold","delicata","Red"
"1675",-0.520631978335697,-0.312233061948171,-0.349503744134901,-0.34802114083697,"Control Cold","delicata","Red"
"1676",-0.286150608585238,-0.420893917527543,-0.390747741903077,-0.337215607870933,"Control Cold","delicata","Red"
"1677",-0.38433498764554,-0.156847126751523,-0.456364548596595,-0.439318636136591,"Control Cold","delicata","Red"
"1678",-0.565762219461054,-0.492929978214813,-0.454834027394247,-0.267440790886174,"Control Cold","delicata","Red"
"1679",-0.515227452107378,-0.567847378817137,-0.145490516249762,-0.195077210147551,"Control Cold","delicata","Red"
"1680",-0.467146100197174,-0.280283579305951,-0.349146544236039,-0.0854344578900036,"Control Cold","delicata","Red"
"1681",-0.62119773944986,-0.164327237903135,-0.444623209930583,-0.49900907371674,"Control Cold","delicata","Red"
"1682",-0.522353533506926,-0.485705272741791,-0.697399640539171,-0.49775074875674,"Control Cold","delicata","Red"
"1683",-0.54075037662441,-0.245141621629469,-0.396453021108564,-0.116811391182467,"Control Cold","delicata","Red"
"1684",-0.596888535877517,0.00637332243792135,-0.498321165194592,-0.216546696402264,"Control Cold","delicata","Red"
"1685",-0.354745653681895,0.0468828266565992,-0.483864312680464,-0.118580180911085,"Control Cold","delicata","Red"
"1686",-0.458919668028455,-0.214973480654369,-0.720264941076125,-0.102243401619005,"Control Cold","delicata","Red"
"1687",-0.568382369955957,-0.703140953786597,-0.469654102580496,-0.274319011056472,"Control Cold","delicata","Red"
"1688",-0.4401491235391,-0.324067085882752,-0.393895531631454,-0.483600649553251,"Control Cold","delicata","Red"
"1689",-0.470808107442557,-0.546830269070964,-0.364563980085027,-0.616764460342402,"Control Cold","delicata","Red"
"1690",-0.402978501052496,-0.220676283364875,-0.349101312971392,-0.428613322373026,"Control Cold","delicata","Red"
"1691",-0.386184344151289,-0.331240313260718,-0.393803708151654,-0.0698210986131954,"Control Cold","delicata","Red"
"1692",-0.190724927276073,-0.321811236162081,-0.380689401687081,-0.0644608233795017,"Control Cold","delicata","Red"
"1693",-0.517007426450654,-0.385435021966235,-0.170010061511387,-0.491953104154709,"Control Cold","delicata","Red"
"1694",-0.482399000375973,-0.330341642606142,-0.151506210926976,-0.476694115422691,"Control Cold","delicata","Red"
"1695",-0.562315477605654,-0.220203878723633,-0.152839792347221,-0.494987446241562,"Control Cold","delicata","Red"
"1696",-0.312116577852103,-0.645750718758363,-0.129344743916101,-0.442832536361353,"Control Cold","delicata","Red"
"1697",-0.35087428650243,-0.44203783543913,-0.197578996918915,-0.292372391739958,"Control Cold","delicata","Red"
"1698",-0.525593972920742,-0.0231678001541811,0.0229503752163363,-0.336601236447091,"Control Cold","delicata","Red"
"1699",-0.418684204545052,-0.132171035657189,-0.51423571062253,-0.137120999220676,"Control Cold","delicata","Red"
"1700",-0.50151320273341,-0.29348177933135,-0.711946756578665,0.0487914704519523,"Control Cold","delicata","Red"
"1701",-0.600788933939743,-0.442612095785551,-0.65565460359661,-0.628990952069403,"Control Cold","delicata","Red"
"1702",-0.525483295701971,-0.374767928311426,-0.178713011825146,-0.622655073090918,"Control Cold","delicata","Red"
"1703",-0.315480474131538,-0.413843744793406,-0.494487030088023,-0.543513928990709,"Control Cold","delicata","Red"
"1704",-0.0927965353906937,-0.367927779829324,-0.398087338097876,-0.484090386291231,"Control Cold","delicata","Red"
"1705",-0.452710786904894,-0.266002996606691,-0.417112685801386,-0.138217471581478,"Control Cold","delicata","Red"
"1706",-0.651557874555084,-0.427381254098377,-0.433892108376597,-0.582554071826232,"Control Cold","delicata","Red"
"1707",-0.86317626489278,-0.395609523841928,-0.526106077663346,-0.539665122028337,"Control Cold","delicata","Red"
"1708",-0.551728952168274,-0.353730767964882,-0.394899603801024,-0.415996939636616,"Control Cold","delicata","Red"
"1709",-0.407145534704561,-0.424909296101031,-0.406994598076603,-0.239057093186015,"Control Cold","delicata","Red"
"1710",-0.371814327457417,-0.373526076364748,-0.265840263099249,-0.0172477389948792,"Control Cold","delicata","Red"
"1711",-0.525701463197881,-0.377471125430524,-0.157416563235592,-0.417239964527572,"Control Cold","delicata","Red"
"1712",-0.592379145755159,-0.419410633139447,-0.513872608679923,-0.275289247925154,"Control Cold","delicata","Red"
"1713",-0.0814886015131846,-0.351750312712354,-0.331867899161707,-0.537992231398735,"Control Cold","delicata","Red"
"1714",-0.0870636713372897,-0.34831002214331,-0.580601099302189,-0.578694993358758,"Control Cold","delicata","Red"
"1715",-0.747968838700531,-0.231904293042728,-0.431281873375298,-0.297667583896218,"Control Cold","delicata","Red"
"1716",-0.688719867619328,-0.588446006996581,-0.405647318494337,-0.393562044555972,"Control Cold","delicata","Red"
"1717",-0.0341859256448514,-0.569088201439094,-0.409957030583759,-0.526644392803893,"Control Cold","delicata","Red"
"1718",-0.60498020938404,-0.31088419384796,-0.372924528716261,-0.265687241127262,"Control Cold","delicata","Red"
"1719",-0.449009857619604,-0.506204527306905,-0.173444097178096,-0.887005939385156,"Control Cold","delicata","Red"
"1720",-0.364917537439272,-0.442921489500136,-0.557640246299826,-0.486919833292126,"Control Cold","delicata","Red"
"1721",-0.195914586388464,-0.562133646444699,-0.291993850955887,-0.445240188417459,"Control Cold","delicata","Red"
"1722",-0.298917609366221,-0.787976036932522,-0.240814631613132,-0.442335961293971,"Control Cold","delicata","Red"
"1723",-0.397935237791193,-0.488831881868992,-0.464455612362171,-0.220760687437603,"Control Cold","delicata","Red"
"1724",-0.571027917488088,-0.306177226543924,-0.409039322224531,-0.446895595504187,"Control Cold","delicata","Red"
"1725",-0.44506117042168,-0.462755940609842,-0.306661705561129,-0.402165133225516,"Control Cold","delicata","Red"
"1726",-0.129461443740469,-0.218404603160389,-0.287714961688488,-0.466595770797441,"Control Cold","delicata","Red"
"1727",-0.30627869411505,-0.312463170834148,-0.2906395932659,-0.610017556093334,"Control Cold","delicata","Red"
"1728",-0.26429612815617,-0.550770059185596,0.181925796169633,-0.278393735183492,"Control Cold","delicata","Red"
"1729",-0.285944667507287,-0.255788301100988,-0.337291171572558,-0.591108261102265,"Control Cold","delicata","Red"
"1730",-0.00253879339100692,-0.19982242106721,-0.449146131025987,-0.561799720385106,"Control Cold","delicata","Red"
"1731",-0.221790622806615,-0.424774389754774,-0.329681094991887,-0.486974722671817,"Control Cold","delicata","Red"
"1732",-0.273830326584105,-0.313601746241507,-0.51263979998732,-0.206291608456537,"Control Cold","delicata","Red"
"1733",-0.466351181818522,-0.394008005283859,-0.145463651998054,-0.270048839202821,"Control Cold","delicata","Red"
"1734",-0.532562332631433,-0.686219297624437,-0.285383307194206,-0.378053049375619,"Control Cold","delicata","Red"
"1735",-0.422856370998961,-0.143505677533262,-0.432255613475197,-0.40044147425143,"Control Cold","delicata","Red"
"1736",-0.300284445725599,-0.332399626853115,-0.283476008540476,-0.40257812716443,"Control Cold","delicata","Red"
"1737",-0.648288659738618,-0.431261592251637,-0.329893111453308,-0.783568933874703,"Control Cold","delicata","Red"
"1738",-0.659611338224021,-0.408701505638374,-0.460971815415933,-0.324390314174001,"Control Cold","delicata","Red"
"1739",-0.646637755501762,-0.515804487263358,-0.555605291362724,-0.205107371789897,"Control Cold","delicata","Red"
"1740",-0.557430335497991,-0.316344863714387,-0.256539128792345,-0.194833467764311,"Control Cold","delicata","Red"
"1741",-0.205962701408695,-0.562086767344202,-0.420758839680139,-0.248260254223852,"Control Cold","delicata","Red"
"1742",-0.43805160304143,-0.459522394772101,-0.621857945614096,0.0648461153163483,"Control Cold","delicata","Red"
"1743",-0.43511286316736,-0.432512054316147,-0.299786286046061,-0.655827401052382,"Control Cold","delicata","Red"
"1744",-0.325938635323938,-0.362716676730492,-0.395394593942289,-0.554055119982926,"Control Cold","delicata","Red"
"1745",-0.274932121650785,-0.294458170839495,-0.545397654382116,-0.365686923548101,"Control Cold","delicata","Red"
"1746",-0.258706714757243,-0.282181958289899,-0.526570385809095,-0.347896307651435,"Control Cold","delicata","Red"
"1747",-0.435390880137349,-0.400868235919902,-0.192445834785892,-0.253809124910878,"Control Cold","delicata","Red"
"1748",-0.117441012510608,-0.662995467771564,-0.337135909971483,-0.717847927587506,"Control Cold","delicata","Red"
"1749",-0.245281026918652,-0.0673964450218697,-0.312893593457807,-0.69593514893422,"Control Cold","delicata","Red"
"1750",-0.19505672295444,-0.704282765941989,-0.303176342683467,-0.543694545574446,"Control Cold","delicata","Red"
"1751",-0.488190947502978,-0.295314050679862,-0.274259754070394,-0.327982140116843,"Control Cold","delicata","Red"
"1752",-0.00987652139210665,-0.462581806395099,-0.259692673594357,-0.576964672325384,"Control Cold","delicata","Red"
"1753",-0.37386710994994,-0.525542409726003,-0.408436714974518,-0.752499316378311,"Control Cold","delicata","Red"
"1754",-0.0157465845326609,-0.14297714735837,-0.313106083757422,-0.359802007935243,"Control Cold","delicata","Red"
"1755",-0.118266278160675,-0.068645993505354,-0.316716328897078,-0.364005744641343,"Control Cold","delicata","Red"
"1756",-0.45068853873343,-0.763559214571464,-0.348610697313543,-0.660068500009457,"Control Cold","delicata","Red"
"1757",-0.521347257197053,-0.847316375094074,-0.414238171496047,-0.15589785892123,"Control Cold","delicata","Red"
"1758",-0.404318233484088,-0.783254486703503,-0.426690586583678,-0.584600958917893,"Control Cold","delicata","Red"
"1759",-0.51537767606399,-0.786365547670382,-0.513445626836529,-0.292218557362925,"Control Cold","delicata","Red"
"1760",-0.586824977118314,-0.461346777325035,-0.309694379138906,-0.376622495370428,"Control Cold","delicata","Red"
"1761",-0.240195769283652,-0.483543774400438,-0.899620212801552,-0.245837363206073,"Control Cold","delicata","Red"
"1762",-0.641529087187744,-0.553433278448318,-0.0258632252765742,-0.433628676927661,"Control Cold","delicata","Red"
"1763",-0.602790564820865,-0.487132302508488,-0.459077307360894,-0.212914394304437,"Control Cold","delicata","Red"
"1764",-0.230823288255809,-0.36469156623864,-0.404784438560733,-0.154434438962986,"Control Cold","delicata","Red"
"1765",-0.235656455522967,-0.465241940022348,-0.626110952950337,-0.320868627561552,"Control Cold","delicata","Red"
"1766",-0.246818189390515,-0.502734222017239,-0.42730156198184,-0.388537550470562,"Control Cold","delicata","Red"
"1767",-0.199035627029717,-0.533276968219288,-0.335841880521185,-0.318959499664579,"Control Cold","delicata","Red"
"1768",-0.581158338675712,-0.705979301059628,-0.594548406806172,-0.239366707023013,"Control Cold","delicata","Red"
"1769",-0.633292028665074,-0.389298920280296,-0.392900703165777,-0.328084222362965,"Control Cold","delicata","Red"
"1770",-0.724659435526244,-0.46276052661873,-0.16259425460525,-0.512256732750418,"Control Cold","delicata","Red"
"1771",-0.16437629572985,-0.0968112491833181,-0.604137603003088,-0.331460195841941,"Control Cold","delicata","Red"
"1772",-0.520482089101006,-0.633761002774657,-0.544757226732647,-0.423715125676048,"Control Cold","delicata","Red"
"1773",-0.602873190220584,-0.800669715635149,-0.196327340581566,-0.438246921026209,"Control Cold","delicata","Red"
"1774",-0.282448096199299,-0.722899488167862,-0.632075026883666,-0.324085515188011,"Control Cold","delicata","Red"
"1775",-0.17009991696005,-0.604824026372783,-0.610714966360721,-0.541276106542839,"Control Cold","delicata","Red"
"1776",-0.230498126870454,-0.571622247919873,-0.68568512409517,-0.14225637976406,"Control Cold","delicata","Red"
"1777",-0.202800949931686,-0.145571803077273,-0.904697974946641,-0.232780953255157,"Control Cold","delicata","Red"
"1778",-0.491321928567443,-0.586202683299193,-0.74425331568606,-0.459420410210871,"Control Cold","delicata","Red"
"1779",-0.47327282284524,-0.440590838109952,-0.710876997366758,-0.324186403626441,"Control Cold","delicata","Red"
"1780",-0.38792885958397,-0.254257624582263,-0.535031744963963,-0.294152923863111,"Control Cold","delicata","Red"
"1781",-0.392443342836144,-0.281615748842573,-0.686282181858746,-0.319174542868414,"Control Cold","delicata","Red"
"1782",-0.466515319727835,-0.211719374774436,-0.110742929483937,-0.22400757641167,"Control Cold","delicata","Red"
"1783",-0.614309725630671,-0.25154990530811,-0.775890875483626,-0.169583204932358,"Control Cold","delicata","Red"
"1784",-0.18608759154795,-0.254625341153445,-0.210218965159883,-0.409094205205083,"Control Cold","delicata","Red"
"1785",-0.0920619967945498,-0.35175073972614,-0.174041079334998,-0.651466145425087,"Control Cold","delicata","Red"
"1786",-0.265926161684846,-0.495424297660552,-0.495386077246019,-0.494327306599713,"Control Cold","delicata","Red"
"1787",-0.238392191284433,-0.393049487320193,-0.2763254096766,-0.439403889520379,"Control Cold","delicata","Red"
"1788",-0.188270887007803,-0.563210681533607,-0.441269092396192,-0.473538639854144,"Control Cold","delicata","Red"
"1789",-0.182571894800782,-0.577380494738532,-0.604138258826491,-0.796569678975222,"Control Cold","delicata","Red"
"1790",-0.239614827610809,-0.143867586501349,-0.629198548627179,-0.751046265240528,"Control Cold","delicata","Red"
"1791",-0.247975255174079,-0.309234187631554,-0.463942846633714,-0.517334492721642,"Control Cold","delicata","Red"
"1792",-0.267005699615996,-0.197161198737122,-0.254857023960048,-0.435242331799571,"Control Cold","delicata","Red"
"1793",-0.466058190577112,-0.26461070560825,-0.532752112632013,-0.579473820743717,"Control Cold","delicata","Red"
"1794",-0.20054556889549,-0.494101047892634,-0.135992636959197,-0.589261492972424,"Control Cold","delicata","Red"
"1795",-0.563224349981545,-0.533791694411599,-0.451513109422358,-0.268170711354127,"Control Cold","delicata","Red"
"1796",-0.215358362915862,-0.498991732904784,-0.462327062297924,-0.585736169060728,"Control Cold","delicata","Red"
"1797",-0.558714917667932,-0.381030351132891,-0.321903525119156,-0.523845397486931,"Control Cold","delicata","Red"
"1798",-0.370825840452753,-0.403322677177197,-0.39500460200098,-0.66059853873475,"Control Cold","delicata","Red"
"1799",-0.385007440735691,-0.404152869602639,-0.372148793231055,0.0133768879071808,"Control Cold","delicata","Red"
"1800",-0.724842679058359,-0.24876357249133,-0.40230677615403,0.00011494791123156,"Control Cold","delicata","Red"
"1801",-0.394490569447051,-0.456014028485448,-0.270579459307406,-0.532037864214931,"Control Cold","delicata","Red"
"1802",-0.308382375476984,-0.297022134155443,-0.286851158968009,-0.463926902895405,"Control Cold","delicata","Red"
"1803",-0.465282647038964,-0.399582896978663,-0.39868771192893,-0.282461556194372,"Control Cold","delicata","Red"
"1804",-0.362015194805126,-0.535796001265123,-0.310088652018234,-0.147783465845481,"Control Cold","delicata","Red"
"1805",-0.191801481028267,-0.43136327136357,-0.390563272832914,-0.71256677379115,"Control Cold","delicata","Red"
"1806",-0.469909945630146,-0.21661520947663,-0.418618776909767,-0.0993416930465671,"Control Cold","delicata","Red"
"1807",-0.451157463587311,-0.330823183508153,-0.136010140097532,-0.414355608593447,"Control Cold","delicata","Red"
"1808",-0.267692839846271,-0.520357816031782,-0.250749165140632,-0.550638077713958,"Control Cold","delicata","Red"
"1809",-0.272711814308402,-0.615747387663659,-0.569269880261894,-0.4547388426312,"Control Cold","delicata","Red"
"1810",-0.541773556419864,-0.82927572454861,-0.432135827800313,-0.487795792747926,"Control Cold","delicata","Red"
"1811",-0.481611158616375,-0.206585542022759,-0.610615729742263,-0.423473510759696,"Control Cold","delicata","Red"
"1812",-0.535789433352025,-0.841264504655963,-0.581831253073042,-0.387309745710208,"Control Cold","delicata","Red"
"1813",-0.445905804606542,-0.693620328697687,-0.413684105685995,-0.463448179595154,"Control Cold","delicata","Red"
"1814",-0.460264321625665,-0.113895291011598,-0.21772340115298,-0.3949813778553,"Control Cold","delicata","Red"
"1815",-0.540477646822198,-0.420969421473284,-0.635708130990671,-0.456935700147971,"Control Cold","delicata","Red"
