"","Intercept","treatment_level","species_level","bias_level"
"7252",-0.492637553993712,"Control Hot","delicata","Blue"
"7253",-0.399834038521326,"Control Hot","delicata","Blue"
"7254",-0.444211508717734,"Control Hot","delicata","Blue"
"7255",-0.357709844305571,"Control Hot","delicata","Blue"
"7256",-0.46480461732355,"Control Hot","delicata","Blue"
"7257",-0.630962669149751,"Control Hot","delicata","Blue"
"7258",-0.410631838438922,"Control Hot","delicata","Blue"
"7259",-0.412973185562863,"Control Hot","delicata","Blue"
"7260",-0.391799304345301,"Control Hot","delicata","Blue"
"7261",-0.446016950329168,"Control Hot","delicata","Blue"
"7262",-0.749666733311103,"Control Hot","delicata","Blue"
"7263",-0.480937803756961,"Control Hot","delicata","Blue"
"7264",-0.299115878489124,"Control Hot","delicata","Blue"
"7265",-0.162657575593535,"Control Hot","delicata","Blue"
"7266",-0.550622676805573,"Control Hot","delicata","Blue"
"7267",-0.554063488502672,"Control Hot","delicata","Blue"
"7268",-0.580942300998464,"Control Hot","delicata","Blue"
"7269",-0.804020242556734,"Control Hot","delicata","Blue"
"7270",-0.945227090765446,"Control Hot","delicata","Blue"
"7271",-0.560291227036866,"Control Hot","delicata","Blue"
"7272",-0.0175134456487721,"Control Hot","delicata","Blue"
"7273",-0.757741156204606,"Control Hot","delicata","Blue"
"7274",-0.542719155851556,"Control Hot","delicata","Blue"
"7275",-0.430989996679274,"Control Hot","delicata","Blue"
"7276",-0.258544278487685,"Control Hot","delicata","Blue"
"7277",-0.627098613654412,"Control Hot","delicata","Blue"
"7278",-0.10556501434984,"Control Hot","delicata","Blue"
"7279",-0.315464503137869,"Control Hot","delicata","Blue"
"7280",-0.0767482534014317,"Control Hot","delicata","Blue"
"7281",-0.82276986946135,"Control Hot","delicata","Blue"
"7282",-0.0787032809260475,"Control Hot","delicata","Blue"
"7283",-0.579807476737652,"Control Hot","delicata","Blue"
"7284",-0.162311217837683,"Control Hot","delicata","Blue"
"7285",-0.521410843306261,"Control Hot","delicata","Blue"
"7286",-0.531930436082014,"Control Hot","delicata","Blue"
"7287",-0.338940674583527,"Control Hot","delicata","Blue"
"7288",-0.0640532465966539,"Control Hot","delicata","Blue"
"7289",0.0222359842202716,"Control Hot","delicata","Blue"
"7290",-0.793438851568414,"Control Hot","delicata","Blue"
"7291",-0.834276434932274,"Control Hot","delicata","Blue"
"7292",-0.852950508198465,"Control Hot","delicata","Blue"
"7293",-0.142422498303057,"Control Hot","delicata","Blue"
"7294",-0.727601779749755,"Control Hot","delicata","Blue"
"7295",-0.0343969525582754,"Control Hot","delicata","Blue"
"7296",-0.567879698150684,"Control Hot","delicata","Blue"
"7297",-0.811738112518997,"Control Hot","delicata","Blue"
"7298",-0.67292553977008,"Control Hot","delicata","Blue"
"7299",-0.381719024450148,"Control Hot","delicata","Blue"
"7300",-0.426785113471969,"Control Hot","delicata","Blue"
"7301",-0.282211642516592,"Control Hot","delicata","Blue"
"7302",-0.72168905224724,"Control Hot","delicata","Blue"
"7303",-0.425501073444297,"Control Hot","delicata","Blue"
"7304",-0.606102841809347,"Control Hot","delicata","Blue"
"7305",-0.687305903853335,"Control Hot","delicata","Blue"
"7306",-0.363937177985641,"Control Hot","delicata","Blue"
"7307",-0.668818264613996,"Control Hot","delicata","Blue"
"7308",-0.525462128768159,"Control Hot","delicata","Blue"
"7309",-0.073928969740078,"Control Hot","delicata","Blue"
"7310",-0.197704243130468,"Control Hot","delicata","Blue"
"7311",-0.49681851153251,"Control Hot","delicata","Blue"
"7312",-0.557016747910091,"Control Hot","delicata","Blue"
"7313",-0.728731703400401,"Control Hot","delicata","Blue"
"7314",-0.345114556759836,"Control Hot","delicata","Blue"
"7315",-0.51413415037343,"Control Hot","delicata","Blue"
"7316",-0.0501391903230348,"Control Hot","delicata","Blue"
"7317",-0.461633995422164,"Control Hot","delicata","Blue"
"7318",-0.461312548367382,"Control Hot","delicata","Blue"
"7319",-0.364153459025766,"Control Hot","delicata","Blue"
"7320",-0.373362509161196,"Control Hot","delicata","Blue"
"7321",-0.574619307049999,"Control Hot","delicata","Blue"
"7322",-0.334426133066874,"Control Hot","delicata","Blue"
"7323",-0.361310524385642,"Control Hot","delicata","Blue"
"7324",-0.475817778574678,"Control Hot","delicata","Blue"
"7325",-0.769475571995827,"Control Hot","delicata","Blue"
"7326",-0.597241490683737,"Control Hot","delicata","Blue"
"7327",-0.481932546889657,"Control Hot","delicata","Blue"
"7328",-0.529921148842249,"Control Hot","delicata","Blue"
"7329",-0.530677228804177,"Control Hot","delicata","Blue"
"7330",-0.642505068173928,"Control Hot","delicata","Blue"
"7331",-0.186475157632675,"Control Hot","delicata","Blue"
"7332",-0.496755933141925,"Control Hot","delicata","Blue"
"7333",-0.55545230360746,"Control Hot","delicata","Blue"
"7334",-0.343110612737901,"Control Hot","delicata","Blue"
"7335",-0.567935391162876,"Control Hot","delicata","Blue"
"7336",-0.0721255239556114,"Control Hot","delicata","Blue"
"7337",-0.647869481973485,"Control Hot","delicata","Blue"
"7338",-0.367099848018697,"Control Hot","delicata","Blue"
"7339",-0.178413566979294,"Control Hot","delicata","Blue"
"7340",-0.444624251991395,"Control Hot","delicata","Blue"
"7341",-0.526822558322265,"Control Hot","delicata","Blue"
"7342",-0.424282044156989,"Control Hot","delicata","Blue"
"7343",-0.303823425670715,"Control Hot","delicata","Blue"
"7344",-0.285487759691055,"Control Hot","delicata","Blue"
"7345",-0.632009350028595,"Control Hot","delicata","Blue"
"7346",-0.617521523302397,"Control Hot","delicata","Blue"
"7347",-0.318415721224417,"Control Hot","delicata","Blue"
"7348",-0.585419684428756,"Control Hot","delicata","Blue"
"7349",-0.500502500234322,"Control Hot","delicata","Blue"
"7350",-0.865580334325851,"Control Hot","delicata","Blue"
"7351",-0.729822371118083,"Control Hot","delicata","Blue"
"7352",-0.0293139918669775,"Control Hot","delicata","Blue"
"7353",-0.550592373743989,"Control Hot","delicata","Blue"
"7354",-0.517465567591446,"Control Hot","delicata","Blue"
"7355",-0.643377346547891,"Control Hot","delicata","Blue"
"7356",-0.787362048643582,"Control Hot","delicata","Blue"
"7357",-0.176236333778118,"Control Hot","delicata","Blue"
"7358",-0.742543888894738,"Control Hot","delicata","Blue"
"7359",0.0466968220320778,"Control Hot","delicata","Blue"
"7360",-0.0330935054084449,"Control Hot","delicata","Blue"
"7361",-0.152880683100203,"Control Hot","delicata","Blue"
"7362",-0.144595460989349,"Control Hot","delicata","Blue"
"7363",-0.111616087892894,"Control Hot","delicata","Blue"
"7364",-0.316654483449207,"Control Hot","delicata","Blue"
"7365",-0.586155766205679,"Control Hot","delicata","Blue"
"7366",-0.637781207516757,"Control Hot","delicata","Blue"
"7367",-0.588213267054191,"Control Hot","delicata","Blue"
"7368",-0.565512042006464,"Control Hot","delicata","Blue"
"7369",-0.480715158125702,"Control Hot","delicata","Blue"
"7370",-0.561851445157492,"Control Hot","delicata","Blue"
"7371",-0.278394641149293,"Control Hot","delicata","Blue"
"7372",-0.560903128969779,"Control Hot","delicata","Blue"
"7373",-0.405217684887269,"Control Hot","delicata","Blue"
"7374",-0.329274107667222,"Control Hot","delicata","Blue"
"7375",-0.467070799435543,"Control Hot","delicata","Blue"
"7376",-0.410411173210673,"Control Hot","delicata","Blue"
"7377",-0.260599287873608,"Control Hot","delicata","Blue"
"7378",-0.208243148736648,"Control Hot","delicata","Blue"
"7379",-0.211767623578655,"Control Hot","delicata","Blue"
"7380",-0.302249304535789,"Control Hot","delicata","Blue"
"7381",-0.656201856970379,"Control Hot","delicata","Blue"
"7382",-0.386631209071006,"Control Hot","delicata","Blue"
"7383",-0.429294317781332,"Control Hot","delicata","Blue"
"7384",-0.447282004158448,"Control Hot","delicata","Blue"
"7385",-0.620092292403562,"Control Hot","delicata","Blue"
"7386",-0.203701593160383,"Control Hot","delicata","Blue"
"7387",-0.554783975295888,"Control Hot","delicata","Blue"
"7388",-0.506241196045661,"Control Hot","delicata","Blue"
"7389",-0.121010871350974,"Control Hot","delicata","Blue"
"7390",-0.636401507911262,"Control Hot","delicata","Blue"
"7391",-0.705566060086383,"Control Hot","delicata","Blue"
"7392",-0.671371534547454,"Control Hot","delicata","Blue"
"7393",-0.59312348723458,"Control Hot","delicata","Blue"
"7394",-0.225849005121136,"Control Hot","delicata","Blue"
"7395",-0.468332279771173,"Control Hot","delicata","Blue"
"7396",-0.503991632899013,"Control Hot","delicata","Blue"
"7397",-0.142009488513865,"Control Hot","delicata","Blue"
"7398",-0.387145012132315,"Control Hot","delicata","Blue"
"7399",-0.593269350865834,"Control Hot","delicata","Blue"
"7400",-0.606411460916161,"Control Hot","delicata","Blue"
"7401",-0.179917410761499,"Control Hot","delicata","Blue"
"7402",-0.676349802316641,"Control Hot","delicata","Blue"
"7403",-0.208648919575803,"Control Hot","delicata","Blue"
"7404",-0.255709301418358,"Control Hot","delicata","Blue"
"7405",-0.260383061388832,"Control Hot","delicata","Blue"
"7406",-0.982533811635319,"Control Hot","delicata","Blue"
"7407",-0.368205756850539,"Control Hot","delicata","Blue"
"7408",-0.591166772192773,"Control Hot","delicata","Blue"
"7409",-0.467069398468267,"Control Hot","delicata","Blue"
"7410",-0.363940033701497,"Control Hot","delicata","Blue"
"7411",-0.516413219104703,"Control Hot","delicata","Blue"
"7412",-0.450308775968841,"Control Hot","delicata","Blue"
"7413",-0.340298741733576,"Control Hot","delicata","Blue"
"7414",-0.359242102873366,"Control Hot","delicata","Blue"
"7415",-0.497590942061488,"Control Hot","delicata","Blue"
"7416",-0.389292058693341,"Control Hot","delicata","Blue"
"7417",-0.425904975895844,"Control Hot","delicata","Blue"
"7418",-0.419690455296841,"Control Hot","delicata","Blue"
"7419",-0.116232855738078,"Control Hot","delicata","Blue"
"7420",-0.293456650347904,"Control Hot","delicata","Blue"
"7421",-0.344372456994025,"Control Hot","delicata","Blue"
"7422",-0.286589115052946,"Control Hot","delicata","Blue"
"7423",-0.551770841629245,"Control Hot","delicata","Blue"
"7424",-0.466017400043546,"Control Hot","delicata","Blue"
"7425",-0.437709061604473,"Control Hot","delicata","Blue"
"7426",-0.341469403877361,"Control Hot","delicata","Blue"
"7427",-0.226853704773605,"Control Hot","delicata","Blue"
"7428",-0.339722427747132,"Control Hot","delicata","Blue"
"7429",-0.482976116800528,"Control Hot","delicata","Blue"
"7430",-0.267621683102046,"Control Hot","delicata","Blue"
"7431",-0.386246225706907,"Control Hot","delicata","Blue"
"7432",-0.441053183496248,"Control Hot","delicata","Blue"
"7433",-0.367322469151528,"Control Hot","delicata","Blue"
"7434",-0.0369347301852104,"Control Hot","delicata","Blue"
"7435",-0.57838594472354,"Control Hot","delicata","Blue"
"7436",-0.402928621204909,"Control Hot","delicata","Blue"
"7437",-0.541718288376262,"Control Hot","delicata","Blue"
"7438",-0.310991063548824,"Control Hot","delicata","Blue"
"7439",-0.608888285929989,"Control Hot","delicata","Blue"
"7440",-0.638206441203549,"Control Hot","delicata","Blue"
"7441",-0.138271606421032,"Control Hot","delicata","Blue"
"7442",-0.620243196572495,"Control Hot","delicata","Blue"
"7443",-0.398665771043231,"Control Hot","delicata","Blue"
"7444",-0.385173937753074,"Control Hot","delicata","Blue"
"7445",-0.312397777075528,"Control Hot","delicata","Blue"
"7446",-0.382272286618794,"Control Hot","delicata","Blue"
"7447",-0.384283273640994,"Control Hot","delicata","Blue"
"7448",-0.551612904757746,"Control Hot","delicata","Blue"
"7449",0.0269407103739303,"Control Hot","delicata","Blue"
"7450",-0.660860819513396,"Control Hot","delicata","Blue"
"7451",-0.168741326243514,"Control Hot","delicata","Blue"
"7452",-0.0241473405606236,"Control Hot","delicata","Blue"
"7453",-0.24047718247054,"Control Hot","delicata","Blue"
"7454",-0.695518420424723,"Control Hot","delicata","Blue"
"7455",-0.33124993650262,"Control Hot","delicata","Blue"
"7456",-0.373108167392929,"Control Hot","delicata","Blue"
"7457",-0.374701454269666,"Control Hot","delicata","Blue"
"7458",-0.397738693813271,"Control Hot","delicata","Blue"
"7459",-0.515401979843419,"Control Hot","delicata","Blue"
"7460",-0.19014729400838,"Control Hot","delicata","Blue"
"7461",-0.532711878084948,"Control Hot","delicata","Blue"
"7462",-0.481661930872067,"Control Hot","delicata","Blue"
"7463",-0.260457667348022,"Control Hot","delicata","Blue"
"7464",-0.554792445502203,"Control Hot","delicata","Blue"
"7465",-0.392062015341148,"Control Hot","delicata","Blue"
"7466",-0.415092275961212,"Control Hot","delicata","Blue"
"7467",-0.266373268198573,"Control Hot","delicata","Blue"
"7468",-0.326743055821285,"Control Hot","delicata","Blue"
"7469",-0.470530186854196,"Control Hot","delicata","Blue"
"7470",-0.520590768976713,"Control Hot","delicata","Blue"
"7471",-0.530705405911279,"Control Hot","delicata","Blue"
"7472",-0.312829004609032,"Control Hot","delicata","Blue"
"7473",-0.289240012857234,"Control Hot","delicata","Blue"
"7474",-0.304871662199191,"Control Hot","delicata","Blue"
"7475",-0.471014512835453,"Control Hot","delicata","Blue"
"7476",-0.635887470279759,"Control Hot","delicata","Blue"
"7477",-0.219836172585797,"Control Hot","delicata","Blue"
"7478",-0.168533326530359,"Control Hot","delicata","Blue"
"7479",-0.275948207626627,"Control Hot","delicata","Blue"
"7480",-0.249279871702361,"Control Hot","delicata","Blue"
"7481",-0.0544068407634775,"Control Hot","delicata","Blue"
"7482",-0.809603739723057,"Control Hot","delicata","Blue"
"7483",-0.432008428523733,"Control Hot","delicata","Blue"
"7484",-0.622326949538157,"Control Hot","delicata","Blue"
"7485",-0.223440952045324,"Control Hot","delicata","Blue"
"7486",-0.363406031308745,"Control Hot","delicata","Blue"
"7487",-0.288022342634238,"Control Hot","delicata","Blue"
"7488",-0.740902391518815,"Control Hot","delicata","Blue"
"7489",-0.334445803184583,"Control Hot","delicata","Blue"
"7490",-0.116334146556803,"Control Hot","delicata","Blue"
"7491",-0.472246780617399,"Control Hot","delicata","Blue"
"7492",-0.539302068685464,"Control Hot","delicata","Blue"
"7493",-0.419028791178425,"Control Hot","delicata","Blue"
"7494",-0.605980752720114,"Control Hot","delicata","Blue"
"7495",-0.341810676375558,"Control Hot","delicata","Blue"
"7496",-0.259950549456089,"Control Hot","delicata","Blue"
"7497",-0.50024096369312,"Control Hot","delicata","Blue"
"7498",-0.581009739218555,"Control Hot","delicata","Blue"
"7499",-0.659899588199756,"Control Hot","delicata","Blue"
"7500",-0.643731973289747,"Control Hot","delicata","Blue"
"7501",-0.413516318542107,"Control Hot","delicata","Blue"
"7502",-0.561743650299439,"Control Hot","delicata","Blue"
"7503",-0.397385250677853,"Control Hot","delicata","Blue"
"7504",-0.619252992474842,"Control Hot","delicata","Blue"
"7505",-0.416959778749573,"Control Hot","delicata","Blue"
"7506",-0.498295114089505,"Control Hot","delicata","Blue"
"7507",-0.339949266128527,"Control Hot","delicata","Blue"
"7508",-0.531449847973006,"Control Hot","delicata","Blue"
"7509",-0.293770212317459,"Control Hot","delicata","Blue"
"7510",-0.249531717697618,"Control Hot","delicata","Blue"
"7511",-0.504112633351828,"Control Hot","delicata","Blue"
"7512",-0.230805293561182,"Control Hot","delicata","Blue"
"7513",-0.326060363364375,"Control Hot","delicata","Blue"
"7514",-0.439848801617097,"Control Hot","delicata","Blue"
"7515",-0.245949104292013,"Control Hot","delicata","Blue"
"7516",-0.178920727381033,"Control Hot","delicata","Blue"
"7517",0.049026072719869,"Control Hot","delicata","Blue"
"7518",-0.762434790668874,"Control Hot","delicata","Blue"
"7519",-0.648025981438205,"Control Hot","delicata","Blue"
"7520",-0.109280948238501,"Control Hot","delicata","Blue"
"7521",-0.445092892654043,"Control Hot","delicata","Blue"
"7522",-0.577673580379513,"Control Hot","delicata","Blue"
"7523",-0.448971288663886,"Control Hot","delicata","Blue"
"7524",-0.355017749952799,"Control Hot","delicata","Blue"
"7525",-0.238541089468005,"Control Hot","delicata","Blue"
"7526",-0.262237780050385,"Control Hot","delicata","Blue"
"7527",-0.281440927370188,"Control Hot","delicata","Blue"
"7528",0.24756910469354,"Control Hot","delicata","Blue"
"7529",0.0151823691919698,"Control Hot","delicata","Blue"
"7530",-0.635096482788123,"Control Hot","delicata","Blue"
"7531",-0.260926387601285,"Control Hot","delicata","Blue"
"7532",-0.777079437141732,"Control Hot","delicata","Blue"
"7533",-0.672814819051346,"Control Hot","delicata","Blue"
"7534",-0.592256955497863,"Control Hot","delicata","Blue"
"7535",-0.23010843324624,"Control Hot","delicata","Blue"
"7536",-0.0825631827930142,"Control Hot","delicata","Blue"
"7537",-0.570726466332954,"Control Hot","delicata","Blue"
"7538",0.196623961956784,"Control Hot","delicata","Blue"
"7539",0.121383621472533,"Control Hot","delicata","Blue"
"7540",-0.26026820732635,"Control Hot","delicata","Blue"
"7541",-0.303646071962341,"Control Hot","delicata","Blue"
"7542",-0.3655317853279,"Control Hot","delicata","Blue"
"7543",-0.390641642204543,"Control Hot","delicata","Blue"
"7544",-0.400638824846087,"Control Hot","delicata","Blue"
"7545",-0.725840477644927,"Control Hot","delicata","Blue"
"7546",-0.424158512016578,"Control Hot","delicata","Blue"
"7547",-0.506980659228145,"Control Hot","delicata","Blue"
"7548",-0.296826992456152,"Control Hot","delicata","Blue"
"7549",-0.626840626135814,"Control Hot","delicata","Blue"
"7550",-0.400581586874117,"Control Hot","delicata","Blue"
"7551",-0.641732853750967,"Control Hot","delicata","Blue"
"7552",-0.474948727783909,"Control Hot","delicata","Blue"
"7553",-0.407193051783778,"Control Hot","delicata","Blue"
"7554",-0.485154810054846,"Control Hot","delicata","Blue"
"7555",-0.387425908532093,"Control Hot","delicata","Blue"
"7556",-0.575826427007223,"Control Hot","delicata","Blue"
"7557",-0.433782256898613,"Control Hot","delicata","Blue"
"7558",-0.464272494812226,"Control Hot","delicata","Blue"
"7559",-0.393976037729257,"Control Hot","delicata","Blue"
"7560",-0.663434293008986,"Control Hot","delicata","Blue"
"7561",-0.117517501899004,"Control Hot","delicata","Blue"
"7562",-0.499872884844636,"Control Hot","delicata","Blue"
"7563",-0.353788628780495,"Control Hot","delicata","Blue"
"7564",-0.322316319447176,"Control Hot","delicata","Blue"
"7565",-0.543866658875356,"Control Hot","delicata","Blue"
"7566",-0.561875662587875,"Control Hot","delicata","Blue"
"7567",-0.381670059301459,"Control Hot","delicata","Blue"
"7568",-0.491467742403422,"Control Hot","delicata","Blue"
"7569",-0.385020967345311,"Control Hot","delicata","Blue"
"7570",-0.301550953647327,"Control Hot","delicata","Blue"
"7571",-0.320133022606068,"Control Hot","delicata","Blue"
"7572",-0.386733364241857,"Control Hot","delicata","Blue"
"7573",-0.196645308466872,"Control Hot","delicata","Blue"
"7574",-0.368517222131986,"Control Hot","delicata","Blue"
"7575",-0.493237162149606,"Control Hot","delicata","Blue"
"7576",-0.27518189257826,"Control Hot","delicata","Blue"
"7577",-0.362911601935076,"Control Hot","delicata","Blue"
"7578",-0.610440235358944,"Control Hot","delicata","Blue"
"7579",-0.656931146400902,"Control Hot","delicata","Blue"
"7580",-0.588214989545971,"Control Hot","delicata","Blue"
"7581",-0.56125878414628,"Control Hot","delicata","Blue"
"7582",-0.477906283252854,"Control Hot","delicata","Blue"
"7583",-0.427743071879222,"Control Hot","delicata","Blue"
"7584",-0.350447034840213,"Control Hot","delicata","Blue"
"7585",-0.377651664420065,"Control Hot","delicata","Blue"
"7586",-0.387289158246005,"Control Hot","delicata","Blue"
"7587",-0.363521954935517,"Control Hot","delicata","Blue"
"7588",-0.543103168413464,"Control Hot","delicata","Blue"
"7589",-0.474820892747608,"Control Hot","delicata","Blue"
"7590",-0.398468534514333,"Control Hot","delicata","Blue"
"7591",-0.50225684964853,"Control Hot","delicata","Blue"
"7592",-0.393170406095573,"Control Hot","delicata","Blue"
"7593",-0.395759393927643,"Control Hot","delicata","Blue"
"7594",-0.35628514364662,"Control Hot","delicata","Blue"
"7595",-0.497996020821561,"Control Hot","delicata","Blue"
"7596",-0.497142679478698,"Control Hot","delicata","Blue"
"7597",-0.131712812544563,"Control Hot","delicata","Blue"
"7598",-0.179100049226921,"Control Hot","delicata","Blue"
"7599",-0.6713656488226,"Control Hot","delicata","Blue"
"7600",-0.663629197335158,"Control Hot","delicata","Blue"
"7601",-0.481731343295097,"Control Hot","delicata","Blue"
"7602",-0.518808224170299,"Control Hot","delicata","Blue"
"7603",-0.197522152876747,"Control Hot","delicata","Blue"
"7604",-0.715098686205669,"Control Hot","delicata","Blue"
"7605",-0.276648148888447,"Control Hot","delicata","Blue"
"7606",-0.755092762901297,"Control Hot","delicata","Blue"
"7607",-0.246631353972955,"Control Hot","delicata","Blue"
"7608",-0.758663820720674,"Control Hot","delicata","Blue"
"7609",-0.770875519892513,"Control Hot","delicata","Blue"
"7610",-0.376753279686871,"Control Hot","delicata","Blue"
"7611",-0.630712275343172,"Control Hot","delicata","Blue"
"7612",-0.772175029168895,"Control Hot","delicata","Blue"
"7613",-0.179114614616039,"Control Hot","delicata","Blue"
"7614",-0.230435433382831,"Control Hot","delicata","Blue"
"7615",-0.384709189109389,"Control Hot","delicata","Blue"
"7616",-0.403038372861722,"Control Hot","delicata","Blue"
"7617",-0.222769333893925,"Control Hot","delicata","Blue"
"7618",-0.221112382315279,"Control Hot","delicata","Blue"
"7619",-0.353360340446965,"Control Hot","delicata","Blue"
"7620",-0.464024323413066,"Control Hot","delicata","Blue"
"7621",-0.341741477714423,"Control Hot","delicata","Blue"
"7622",-0.500481343015182,"Control Hot","delicata","Blue"
"7623",-0.299444009215351,"Control Hot","delicata","Blue"
"7624",-0.314194885160244,"Control Hot","delicata","Blue"
"7625",-0.215944452221625,"Control Hot","delicata","Blue"
"7626",-0.0799515878324626,"Control Hot","delicata","Blue"
"7627",-0.206948476066222,"Control Hot","delicata","Blue"
"7628",-0.260036817186569,"Control Hot","delicata","Blue"
"7629",-0.537729804456652,"Control Hot","delicata","Blue"
"7630",-0.243181006606561,"Control Hot","delicata","Blue"
"7631",-0.366419183300384,"Control Hot","delicata","Blue"
"7632",-0.288625601178679,"Control Hot","delicata","Blue"
"7633",-0.516674536522305,"Control Hot","delicata","Blue"
"7634",-0.739507203236161,"Control Hot","delicata","Blue"
"7635",-0.413778656020358,"Control Hot","delicata","Blue"
"7636",-0.200907234039285,"Control Hot","delicata","Blue"
"7637",-0.560899775182652,"Control Hot","delicata","Blue"
"7638",-0.352819187546248,"Control Hot","delicata","Blue"
"7639",-0.293483206708181,"Control Hot","delicata","Blue"
"7640",-0.364611955142846,"Control Hot","delicata","Blue"
"7641",-0.379716938921602,"Control Hot","delicata","Blue"
"7642",-0.367216605477253,"Control Hot","delicata","Blue"
"7643",-0.562807963212347,"Control Hot","delicata","Blue"
"7644",-0.602652876504809,"Control Hot","delicata","Blue"
"7645",-0.618659253434759,"Control Hot","delicata","Blue"
"7646",-0.188330648425349,"Control Hot","delicata","Blue"
"7647",-0.223636067721016,"Control Hot","delicata","Blue"
"7648",-0.322782879214902,"Control Hot","delicata","Blue"
"7649",-0.399195723178557,"Control Hot","delicata","Blue"
"7650",-0.190029636960295,"Control Hot","delicata","Blue"
"7651",-0.738341571895182,"Control Hot","delicata","Blue"
"7652",-0.578709321777713,"Control Hot","delicata","Blue"
"7653",-0.661094648618574,"Control Hot","delicata","Blue"
"7654",-0.773031705264713,"Control Hot","delicata","Blue"
"7655",-0.482421573128592,"Control Hot","delicata","Blue"
"7656",-0.299805681432104,"Control Hot","delicata","Blue"
"7657",-0.374501690511738,"Control Hot","delicata","Blue"
"7658",-0.617419919884521,"Control Hot","delicata","Blue"
"7659",-0.13215924468058,"Control Hot","delicata","Blue"
"7660",-0.0745872791451218,"Control Hot","delicata","Blue"
"7661",-0.142496028416009,"Control Hot","delicata","Blue"
"7662",-0.0788521327457863,"Control Hot","delicata","Blue"
"7663",-0.749008563797694,"Control Hot","delicata","Blue"
"7664",-0.762046010688147,"Control Hot","delicata","Blue"
"7665",-0.675467927345169,"Control Hot","delicata","Blue"
"7666",-0.0724851963750849,"Control Hot","delicata","Blue"
"7667",-0.160940298752253,"Control Hot","delicata","Blue"
"7668",-0.0191252583427059,"Control Hot","delicata","Blue"
"7669",0.0557511624644817,"Control Hot","delicata","Blue"
"7670",-0.747642048161803,"Control Hot","delicata","Blue"
"7671",-0.388017459337308,"Control Hot","delicata","Blue"
"7672",-0.435733653668776,"Control Hot","delicata","Blue"
"7673",-0.167723417205877,"Control Hot","delicata","Blue"
"7674",-0.379360185282812,"Control Hot","delicata","Blue"
"7675",-0.0709700955081364,"Control Hot","delicata","Blue"
"7676",-0.472126377175322,"Control Hot","delicata","Blue"
"7677",-0.395942309871323,"Control Hot","delicata","Blue"
"7678",-0.481861808160232,"Control Hot","delicata","Blue"
"7679",-0.652893222922215,"Control Hot","delicata","Blue"
"7680",-0.173911851276514,"Control Hot","delicata","Blue"
"7681",-0.658722445200302,"Control Hot","delicata","Blue"
"7682",-0.146684767547934,"Control Hot","delicata","Blue"
"7683",-0.116599539583038,"Control Hot","delicata","Blue"
"7684",-0.198157643455705,"Control Hot","delicata","Blue"
"7685",-0.205794689242156,"Control Hot","delicata","Blue"
"7686",-0.380943767377685,"Control Hot","delicata","Blue"
"7687",-0.664694931962073,"Control Hot","delicata","Blue"
"7688",-0.566372868733577,"Control Hot","delicata","Blue"
"7689",-0.597775266758047,"Control Hot","delicata","Blue"
"7690",-0.535775337376674,"Control Hot","delicata","Blue"
"7691",-0.478875694300865,"Control Hot","delicata","Blue"
"7692",-0.298972658834392,"Control Hot","delicata","Blue"
"7693",-0.386429753781594,"Control Hot","delicata","Blue"
"7694",-0.597375425900658,"Control Hot","delicata","Blue"
"7695",-0.49054432233963,"Control Hot","delicata","Blue"
"7696",-0.343092963632566,"Control Hot","delicata","Blue"
"7697",-0.367630857157904,"Control Hot","delicata","Blue"
"7698",-0.731433273152188,"Control Hot","delicata","Blue"
"7699",-0.46098461379734,"Control Hot","delicata","Blue"
"7700",-0.608319262315332,"Control Hot","delicata","Blue"
"7701",-0.642819519440945,"Control Hot","delicata","Blue"
"7702",-0.307707579829398,"Control Hot","delicata","Blue"
"7703",-0.512354156687458,"Control Hot","delicata","Blue"
"7704",-0.441151725939457,"Control Hot","delicata","Blue"
"7705",-0.267729997359515,"Control Hot","delicata","Blue"
"7706",-0.551992332940723,"Control Hot","delicata","Blue"
"7707",-0.265580127883623,"Control Hot","delicata","Blue"
"7708",-0.456841952335713,"Control Hot","delicata","Blue"
"7709",-0.295844911489174,"Control Hot","delicata","Blue"
"7710",-0.295844911489174,"Control Hot","delicata","Blue"
"7711",-0.307601307918459,"Control Hot","delicata","Blue"
"7712",-0.053559153598807,"Control Hot","delicata","Blue"
"7713",-0.184700466963368,"Control Hot","delicata","Blue"
"7714",-0.534064763547725,"Control Hot","delicata","Blue"
"7715",-0.495851324283914,"Control Hot","delicata","Blue"
"7716",-0.512427164331803,"Control Hot","delicata","Blue"
"7717",-0.631866647680475,"Control Hot","delicata","Blue"
"7718",-0.385930694594674,"Control Hot","delicata","Blue"
"7719",-0.368269075761167,"Control Hot","delicata","Blue"
"7720",-0.464314376274906,"Control Hot","delicata","Blue"
"7721",-0.489238113832132,"Control Hot","delicata","Blue"
"7722",-0.307001331246799,"Control Hot","delicata","Blue"
"7723",-0.0848416641904441,"Control Hot","delicata","Blue"
"7724",-0.394284276412671,"Control Hot","delicata","Blue"
"7725",-0.13787814328367,"Control Hot","delicata","Blue"
"7726",-0.575658468760074,"Control Hot","delicata","Blue"
"7727",-0.490646592506379,"Control Hot","delicata","Blue"
"7728",-0.496006806515402,"Control Hot","delicata","Blue"
"7729",-0.102642914647823,"Control Hot","delicata","Blue"
"7730",-0.476566093397016,"Control Hot","delicata","Blue"
"7731",-0.371265200363423,"Control Hot","delicata","Blue"
"7732",-0.609870152757339,"Control Hot","delicata","Blue"
